"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AVWAGE","TOT","USD","A","1990",36682.9424245499,
"AUS","AVWAGE","TOT","USD","A","1991",36776.247678289,
"AUS","AVWAGE","TOT","USD","A","1992",37692.1293581794,
"AUS","AVWAGE","TOT","USD","A","1993",38112.6902790538,
"AUS","AVWAGE","TOT","USD","A","1994",38488.1166339944,
"AUS","AVWAGE","TOT","USD","A","1995",38437.083762478,
"AUS","AVWAGE","TOT","USD","A","1996",39667.5328969155,
"AUS","AVWAGE","TOT","USD","A","1997",40902.825365701,
"AUS","AVWAGE","TOT","USD","A","1998",41503.2363904709,
"AUS","AVWAGE","TOT","USD","A","1999",42556.1699851221,
"AUS","AVWAGE","TOT","USD","A","2000",42702.4258817753,
"AUS","AVWAGE","TOT","USD","A","2001",42311.0782255412,
"AUS","AVWAGE","TOT","USD","A","2002",42602.2776924458,
"AUS","AVWAGE","TOT","USD","A","2003",43100.6562171521,
"AUS","AVWAGE","TOT","USD","A","2004",44441.8135415268,
"AUS","AVWAGE","TOT","USD","A","2005",45016.2076778619,
"AUS","AVWAGE","TOT","USD","A","2006",45307.3515170443,
"AUS","AVWAGE","TOT","USD","A","2007",46557.6186573139,
"AUS","AVWAGE","TOT","USD","A","2008",46933.1864213091,
"AUS","AVWAGE","TOT","USD","A","2009",46507.5883264452,
"AUS","AVWAGE","TOT","USD","A","2010",48111.5464309697,
"AUS","AVWAGE","TOT","USD","A","2011",49621.8404407184,
"AUS","AVWAGE","TOT","USD","A","2012",49900.6480697867,
"AUS","AVWAGE","TOT","USD","A","2013",49648.7720561079,
"AUS","AVWAGE","TOT","USD","A","2014",49988.5582048906,
"AUS","AVWAGE","TOT","USD","A","2015",49562.7961917006,
"AUS","AVWAGE","TOT","USD","A","2016",49603.2666562394,
"AUS","AVWAGE","TOT","USD","A","2017",49125.8672341823,
"AUT","AVWAGE","TOT","USD","A","1990",40180.7455989152,
"AUT","AVWAGE","TOT","USD","A","1991",41436.7389989039,
"AUT","AVWAGE","TOT","USD","A","1992",42271.537919918,
"AUT","AVWAGE","TOT","USD","A","1993",42616.1899322922,
"AUT","AVWAGE","TOT","USD","A","1994",43045.5605092534,
"AUT","AVWAGE","TOT","USD","A","1995",43392.341548938,
"AUT","AVWAGE","TOT","USD","A","1996",43075.9821186398,
"AUT","AVWAGE","TOT","USD","A","1997",42715.1441072402,
"AUT","AVWAGE","TOT","USD","A","1998",44092.6764090192,
"AUT","AVWAGE","TOT","USD","A","1999",45060.0288196076,
"AUT","AVWAGE","TOT","USD","A","2000",45188.0031051172,
"AUT","AVWAGE","TOT","USD","A","2001",45068.9903074612,
"AUT","AVWAGE","TOT","USD","A","2002",45732.5834869296,
"AUT","AVWAGE","TOT","USD","A","2003",45854.5244699377,
"AUT","AVWAGE","TOT","USD","A","2004",46723.2221747289,
"AUT","AVWAGE","TOT","USD","A","2005",46963.2346598264,
"AUT","AVWAGE","TOT","USD","A","2006",47654.1500606673,
"AUT","AVWAGE","TOT","USD","A","2007",47895.2314113613,
"AUT","AVWAGE","TOT","USD","A","2008",48739.8569797832,
"AUT","AVWAGE","TOT","USD","A","2009",49520.7788557193,
"AUT","AVWAGE","TOT","USD","A","2010",49315.9163089574,
"AUT","AVWAGE","TOT","USD","A","2011",48809.4621652132,
"AUT","AVWAGE","TOT","USD","A","2012",49046.7076455864,
"AUT","AVWAGE","TOT","USD","A","2013",49119.5245501376,
"AUT","AVWAGE","TOT","USD","A","2014",49298.5666866514,
"AUT","AVWAGE","TOT","USD","A","2015",49694.5120670289,
"AUT","AVWAGE","TOT","USD","A","2016",50330.4552242943,
"AUT","AVWAGE","TOT","USD","A","2017",50348.9401981944,
"BEL","AVWAGE","TOT","USD","A","1990",41140.9385689379,
"BEL","AVWAGE","TOT","USD","A","1991",42776.7052461695,
"BEL","AVWAGE","TOT","USD","A","1992",43919.4479734754,
"BEL","AVWAGE","TOT","USD","A","1993",44547.8807641453,
"BEL","AVWAGE","TOT","USD","A","1994",45188.764767722,
"BEL","AVWAGE","TOT","USD","A","1995",44785.9839510677,
"BEL","AVWAGE","TOT","USD","A","1996",45265.4249212295,
"BEL","AVWAGE","TOT","USD","A","1997",45899.6301823603,
"BEL","AVWAGE","TOT","USD","A","1998",45822.2639439387,
"BEL","AVWAGE","TOT","USD","A","1999",48270.3617036288,
"BEL","AVWAGE","TOT","USD","A","2000",47950.3239317737,
"BEL","AVWAGE","TOT","USD","A","2001",48221.8165468763,
"BEL","AVWAGE","TOT","USD","A","2002",49036.1355698971,
"BEL","AVWAGE","TOT","USD","A","2003",49230.7676728333,
"BEL","AVWAGE","TOT","USD","A","2004",48990.3182500842,
"BEL","AVWAGE","TOT","USD","A","2005",48688.0973575937,
"BEL","AVWAGE","TOT","USD","A","2006",48889.5317517214,
"BEL","AVWAGE","TOT","USD","A","2007",48658.5261971899,
"BEL","AVWAGE","TOT","USD","A","2008",48808.8687239112,
"BEL","AVWAGE","TOT","USD","A","2009",49226.9341746211,
"BEL","AVWAGE","TOT","USD","A","2010",48940.5782900736,
"BEL","AVWAGE","TOT","USD","A","2011",49382.3864044152,
"BEL","AVWAGE","TOT","USD","A","2012",49714.5513424921,
"BEL","AVWAGE","TOT","USD","A","2013",50362.6586290707,
"BEL","AVWAGE","TOT","USD","A","2014",50583.0421345091,
"BEL","AVWAGE","TOT","USD","A","2015",50259.1820690747,
"BEL","AVWAGE","TOT","USD","A","2016",50041.0771459814,
"BEL","AVWAGE","TOT","USD","A","2017",49674.9950476864,
"CAN","AVWAGE","TOT","USD","A","1990",34321.9347027396,
"CAN","AVWAGE","TOT","USD","A","1991",34115.2030670587,
"CAN","AVWAGE","TOT","USD","A","1992",34634.5231023176,
"CAN","AVWAGE","TOT","USD","A","1993",34588.9038233341,
"CAN","AVWAGE","TOT","USD","A","1994",34418.5127335618,
"CAN","AVWAGE","TOT","USD","A","1995",34519.4088387694,
"CAN","AVWAGE","TOT","USD","A","1996",34874.5457364194,
"CAN","AVWAGE","TOT","USD","A","1997",36207.175148775,
"CAN","AVWAGE","TOT","USD","A","1998",36936.6736861053,
"CAN","AVWAGE","TOT","USD","A","1999",37410.4084795312,
"CAN","AVWAGE","TOT","USD","A","2000",38466.6566280747,
"CAN","AVWAGE","TOT","USD","A","2001",38308.5753582263,
"CAN","AVWAGE","TOT","USD","A","2002",37896.0596486427,
"CAN","AVWAGE","TOT","USD","A","2003",37901.6682046413,
"CAN","AVWAGE","TOT","USD","A","2004",38919.5083320825,
"CAN","AVWAGE","TOT","USD","A","2005",40585.3810278452,
"CAN","AVWAGE","TOT","USD","A","2006",41870.5851291601,
"CAN","AVWAGE","TOT","USD","A","2007",42882.1152802736,
"CAN","AVWAGE","TOT","USD","A","2008",43692.4758336109,
"CAN","AVWAGE","TOT","USD","A","2009",44161.552643477,
"CAN","AVWAGE","TOT","USD","A","2010",44335.6986478899,
"CAN","AVWAGE","TOT","USD","A","2011",45015.6349522645,
"CAN","AVWAGE","TOT","USD","A","2012",46059.3228474804,
"CAN","AVWAGE","TOT","USD","A","2013",46937.3167948156,
"CAN","AVWAGE","TOT","USD","A","2014",47453.004608298,
"CAN","AVWAGE","TOT","USD","A","2015",47673.3254254925,
"CAN","AVWAGE","TOT","USD","A","2016",47370.1955214848,
"CAN","AVWAGE","TOT","USD","A","2017",47621.8436526166,
"CZE","AVWAGE","TOT","USD","A","1995",13284.5279371902,
"CZE","AVWAGE","TOT","USD","A","1996",14620.3875792486,
"CZE","AVWAGE","TOT","USD","A","1997",14829.7606130016,
"CZE","AVWAGE","TOT","USD","A","1998",14755.9218845927,
"CZE","AVWAGE","TOT","USD","A","1999",15306.1230062657,
"CZE","AVWAGE","TOT","USD","A","2000",15805.0235357265,
"CZE","AVWAGE","TOT","USD","A","2001",16314.5151828103,
"CZE","AVWAGE","TOT","USD","A","2002",17563.4853204811,
"CZE","AVWAGE","TOT","USD","A","2003",18890.7175094083,
"CZE","AVWAGE","TOT","USD","A","2004",19819.2143075766,
"CZE","AVWAGE","TOT","USD","A","2005",20414.8794329373,
"CZE","AVWAGE","TOT","USD","A","2006",21230.3535536868,
"CZE","AVWAGE","TOT","USD","A","2007",21870.2457073523,
"CZE","AVWAGE","TOT","USD","A","2008",21880.2366627302,
"CZE","AVWAGE","TOT","USD","A","2009",21830.879734271,
"CZE","AVWAGE","TOT","USD","A","2010",22388.227589263,
"CZE","AVWAGE","TOT","USD","A","2011",22540.9787691982,
"CZE","AVWAGE","TOT","USD","A","2012",22528.4127932473,
"CZE","AVWAGE","TOT","USD","A","2013",22290.4946988665,
"CZE","AVWAGE","TOT","USD","A","2014",22757.3383887199,
"CZE","AVWAGE","TOT","USD","A","2015",23380.7429536061,
"CZE","AVWAGE","TOT","USD","A","2016",24330.753582818,
"CZE","AVWAGE","TOT","USD","A","2017",25372.0429634876,
"DNK","AVWAGE","TOT","USD","A","1990",37895.1020365459,
"DNK","AVWAGE","TOT","USD","A","1991",38071.6597661382,
"DNK","AVWAGE","TOT","USD","A","1992",39389.5852637245,
"DNK","AVWAGE","TOT","USD","A","1993",39816.8150123739,
"DNK","AVWAGE","TOT","USD","A","1994",38392.6283277383,
"DNK","AVWAGE","TOT","USD","A","1995",39195.2194198897,
"DNK","AVWAGE","TOT","USD","A","1996",39908.725758958,
"DNK","AVWAGE","TOT","USD","A","1997",40552.8437128869,
"DNK","AVWAGE","TOT","USD","A","1998",41267.5610253364,
"DNK","AVWAGE","TOT","USD","A","1999",41738.5423622963,
"DNK","AVWAGE","TOT","USD","A","2000",41712.7501129584,
"DNK","AVWAGE","TOT","USD","A","2001",41990.7089494861,
"DNK","AVWAGE","TOT","USD","A","2002",42958.6425469163,
"DNK","AVWAGE","TOT","USD","A","2003",44029.5816554954,
"DNK","AVWAGE","TOT","USD","A","2004",45012.4726375223,
"DNK","AVWAGE","TOT","USD","A","2005",45782.5404513345,
"DNK","AVWAGE","TOT","USD","A","2006",46555.5376745999,
"DNK","AVWAGE","TOT","USD","A","2007",47069.7082639716,
"DNK","AVWAGE","TOT","USD","A","2008",47703.4873536246,
"DNK","AVWAGE","TOT","USD","A","2009",48860.5944895636,
"DNK","AVWAGE","TOT","USD","A","2010",49423.6874985322,
"DNK","AVWAGE","TOT","USD","A","2011",49168.0357552126,
"DNK","AVWAGE","TOT","USD","A","2012",49094.2461278247,
"DNK","AVWAGE","TOT","USD","A","2013",49423.8023635253,
"DNK","AVWAGE","TOT","USD","A","2014",50368.6564234037,
"DNK","AVWAGE","TOT","USD","A","2015",51125.5502110602,
"DNK","AVWAGE","TOT","USD","A","2016",51826.0530970321,
"DNK","AVWAGE","TOT","USD","A","2017",51466.3004625045,
"FIN","AVWAGE","TOT","USD","A","1990",32373.175996592,
"FIN","AVWAGE","TOT","USD","A","1991",32705.5599571359,
"FIN","AVWAGE","TOT","USD","A","1992",32224.32675046,
"FIN","AVWAGE","TOT","USD","A","1993",31087.5839755533,
"FIN","AVWAGE","TOT","USD","A","1994",31540.0063999962,
"FIN","AVWAGE","TOT","USD","A","1995",32827.2505584196,
"FIN","AVWAGE","TOT","USD","A","1996",33712.5188157829,
"FIN","AVWAGE","TOT","USD","A","1997",33622.5976677946,
"FIN","AVWAGE","TOT","USD","A","1998",34721.585032011,
"FIN","AVWAGE","TOT","USD","A","1999",35588.45314141,
"FIN","AVWAGE","TOT","USD","A","2000",36308.0307142184,
"FIN","AVWAGE","TOT","USD","A","2001",36708.644816608,
"FIN","AVWAGE","TOT","USD","A","2002",36916.7970189809,
"FIN","AVWAGE","TOT","USD","A","2003",37627.8268560594,
"FIN","AVWAGE","TOT","USD","A","2004",38886.0353041778,
"FIN","AVWAGE","TOT","USD","A","2005",39781.8727505149,
"FIN","AVWAGE","TOT","USD","A","2006",40707.235285964,
"FIN","AVWAGE","TOT","USD","A","2007",41327.4698251827,
"FIN","AVWAGE","TOT","USD","A","2008",41727.8358134046,
"FIN","AVWAGE","TOT","USD","A","2009",42064.5303807016,
"FIN","AVWAGE","TOT","USD","A","2010",42725.4594772306,
"FIN","AVWAGE","TOT","USD","A","2011",42872.4433299362,
"FIN","AVWAGE","TOT","USD","A","2012",42902.0972120131,
"FIN","AVWAGE","TOT","USD","A","2013",42440.9475030898,
"FIN","AVWAGE","TOT","USD","A","2014",42425.0748590545,
"FIN","AVWAGE","TOT","USD","A","2015",42885.1913489131,
"FIN","AVWAGE","TOT","USD","A","2016",43138.9339313619,
"FIN","AVWAGE","TOT","USD","A","2017",42963.6679912954,
"FRA","AVWAGE","TOT","USD","A","1990",32665.7498202219,
"FRA","AVWAGE","TOT","USD","A","1991",33033.3502549824,
"FRA","AVWAGE","TOT","USD","A","1992",33388.1217566436,
"FRA","AVWAGE","TOT","USD","A","1993",33760.3233162221,
"FRA","AVWAGE","TOT","USD","A","1994",33889.1264851826,
"FRA","AVWAGE","TOT","USD","A","1995",34384.9477918663,
"FRA","AVWAGE","TOT","USD","A","1996",34480.1697395395,
"FRA","AVWAGE","TOT","USD","A","1997",34866.4354313916,
"FRA","AVWAGE","TOT","USD","A","1998",35391.7296717433,
"FRA","AVWAGE","TOT","USD","A","1999",36151.7973045916,
"FRA","AVWAGE","TOT","USD","A","2000",36340.7537874851,
"FRA","AVWAGE","TOT","USD","A","2001",36592.8930549598,
"FRA","AVWAGE","TOT","USD","A","2002",37583.0472348423,
"FRA","AVWAGE","TOT","USD","A","2003",37898.764722818,
"FRA","AVWAGE","TOT","USD","A","2004",38520.4802264545,
"FRA","AVWAGE","TOT","USD","A","2005",38983.4202963751,
"FRA","AVWAGE","TOT","USD","A","2006",39413.3653926398,
"FRA","AVWAGE","TOT","USD","A","2007",39578.0465849044,
"FRA","AVWAGE","TOT","USD","A","2008",39512.6354566787,
"FRA","AVWAGE","TOT","USD","A","2009",40732.42218869,
"FRA","AVWAGE","TOT","USD","A","2010",41547.5688687028,
"FRA","AVWAGE","TOT","USD","A","2011",41472.2662261191,
"FRA","AVWAGE","TOT","USD","A","2012",41759.2704649782,
"FRA","AVWAGE","TOT","USD","A","2013",41986.2679059577,
"FRA","AVWAGE","TOT","USD","A","2014",42402.9926200803,
"FRA","AVWAGE","TOT","USD","A","2015",42731.3134045579,
"FRA","AVWAGE","TOT","USD","A","2016",43220.6120851797,
"FRA","AVWAGE","TOT","USD","A","2017",43755.3289332253,
"DEU","AVWAGE","TOT","USD","A","1991",36879.3734183665,
"DEU","AVWAGE","TOT","USD","A","1992",39145.4283847391,
"DEU","AVWAGE","TOT","USD","A","1993",39504.3002589577,
"DEU","AVWAGE","TOT","USD","A","1994",39613.1709350697,
"DEU","AVWAGE","TOT","USD","A","1995",40502.4683472184,
"DEU","AVWAGE","TOT","USD","A","1996",40856.7220689474,
"DEU","AVWAGE","TOT","USD","A","1997",40632.0387377175,
"DEU","AVWAGE","TOT","USD","A","1998",41024.9054348613,
"DEU","AVWAGE","TOT","USD","A","1999",41672.8653523356,
"DEU","AVWAGE","TOT","USD","A","2000",41873.1356332864,
"DEU","AVWAGE","TOT","USD","A","2001",42291.1136605427,
"DEU","AVWAGE","TOT","USD","A","2002",42512.5541840991,
"DEU","AVWAGE","TOT","USD","A","2003",42456.956114176,
"DEU","AVWAGE","TOT","USD","A","2004",42454.4761290712,
"DEU","AVWAGE","TOT","USD","A","2005",42380.2125039828,
"DEU","AVWAGE","TOT","USD","A","2006",42414.8768405383,
"DEU","AVWAGE","TOT","USD","A","2007",42342.4629738926,
"DEU","AVWAGE","TOT","USD","A","2008",42610.3334343469,
"DEU","AVWAGE","TOT","USD","A","2009",42778.8008126555,
"DEU","AVWAGE","TOT","USD","A","2010",42970.23116168,
"DEU","AVWAGE","TOT","USD","A","2011",43702.902744104,
"DEU","AVWAGE","TOT","USD","A","2012",44202.3176699673,
"DEU","AVWAGE","TOT","USD","A","2013",44735.6172185794,
"DEU","AVWAGE","TOT","USD","A","2014",45421.1651352145,
"DEU","AVWAGE","TOT","USD","A","2015",46408.6095650197,
"DEU","AVWAGE","TOT","USD","A","2016",47096.5532041581,
"DEU","AVWAGE","TOT","USD","A","2017",47585.308781889,
"GRC","AVWAGE","TOT","USD","A","1995",23081.491210979,
"GRC","AVWAGE","TOT","USD","A","1996",23135.8232254624,
"GRC","AVWAGE","TOT","USD","A","1997",25413.1613195368,
"GRC","AVWAGE","TOT","USD","A","1998",25740.5136185524,
"GRC","AVWAGE","TOT","USD","A","1999",26527.2934102395,
"GRC","AVWAGE","TOT","USD","A","2000",27133.4060137818,
"GRC","AVWAGE","TOT","USD","A","2001",27682.0074358712,
"GRC","AVWAGE","TOT","USD","A","2002",30249.2318964402,
"GRC","AVWAGE","TOT","USD","A","2003",31565.253907418,
"GRC","AVWAGE","TOT","USD","A","2004",32132.3600845157,
"GRC","AVWAGE","TOT","USD","A","2005",32033.892641203,
"GRC","AVWAGE","TOT","USD","A","2006",32418.2684658021,
"GRC","AVWAGE","TOT","USD","A","2007",32411.0957818892,
"GRC","AVWAGE","TOT","USD","A","2008",31921.5455927327,
"GRC","AVWAGE","TOT","USD","A","2009",33422.5734063101,
"GRC","AVWAGE","TOT","USD","A","2010",31194.1293922601,
"GRC","AVWAGE","TOT","USD","A","2011",29148.9510870061,
"GRC","AVWAGE","TOT","USD","A","2012",27825.8144013693,
"GRC","AVWAGE","TOT","USD","A","2013",26025.5584626361,
"GRC","AVWAGE","TOT","USD","A","2014",26532.2522735054,
"GRC","AVWAGE","TOT","USD","A","2015",26335.9459089031,
"GRC","AVWAGE","TOT","USD","A","2016",26330.3677055652,
"GRC","AVWAGE","TOT","USD","A","2017",26064.2938448664,
"HUN","AVWAGE","TOT","USD","A","1995",14807.6482038085,
"HUN","AVWAGE","TOT","USD","A","1996",14820.0602447984,
"HUN","AVWAGE","TOT","USD","A","1997",15265.2255947095,
"HUN","AVWAGE","TOT","USD","A","1998",15425.5209603323,
"HUN","AVWAGE","TOT","USD","A","1999",15328.1022141179,
"HUN","AVWAGE","TOT","USD","A","2000",15874.3890994121,
"HUN","AVWAGE","TOT","USD","A","2001",17022.332500526,
"HUN","AVWAGE","TOT","USD","A","2002",17867.3872611195,
"HUN","AVWAGE","TOT","USD","A","2003",19537.2386609,
"HUN","AVWAGE","TOT","USD","A","2004",20727.4879087457,
"HUN","AVWAGE","TOT","USD","A","2005",21562.432036827,
"HUN","AVWAGE","TOT","USD","A","2006",21980.2214273346,
"HUN","AVWAGE","TOT","USD","A","2007",21652.0279977833,
"HUN","AVWAGE","TOT","USD","A","2008",21896.4589380472,
"HUN","AVWAGE","TOT","USD","A","2009",21072.891500391,
"HUN","AVWAGE","TOT","USD","A","2010",21322.7284579025,
"HUN","AVWAGE","TOT","USD","A","2011",21309.351556377,
"HUN","AVWAGE","TOT","USD","A","2012",20567.6492204489,
"HUN","AVWAGE","TOT","USD","A","2013",20613.2086921179,
"HUN","AVWAGE","TOT","USD","A","2014",20469.5760851907,
"HUN","AVWAGE","TOT","USD","A","2015",19928.8386696738,
"HUN","AVWAGE","TOT","USD","A","2016",20824.5134677243,
"HUN","AVWAGE","TOT","USD","A","2017",22575.9975023553,
"IRL","AVWAGE","TOT","USD","A","1990",27191.3341562744,
"IRL","AVWAGE","TOT","USD","A","1991",28314.853781085,
"IRL","AVWAGE","TOT","USD","A","1992",29523.4791193575,
"IRL","AVWAGE","TOT","USD","A","1993",30998.187815664,
"IRL","AVWAGE","TOT","USD","A","1994",31231.9007050339,
"IRL","AVWAGE","TOT","USD","A","1995",31941.8085650722,
"IRL","AVWAGE","TOT","USD","A","1996",32177.3789672861,
"IRL","AVWAGE","TOT","USD","A","1997",33941.997544104,
"IRL","AVWAGE","TOT","USD","A","1998",36201.7066462819,
"IRL","AVWAGE","TOT","USD","A","1999",37030.9951303714,
"IRL","AVWAGE","TOT","USD","A","2000",37986.0927669557,
"IRL","AVWAGE","TOT","USD","A","2001",39346.9484617257,
"IRL","AVWAGE","TOT","USD","A","2002",39705.1484282794,
