iso2c,country,year,ne.trd.gnfs.zs,ne.exp.gnfs.zs,NE.IMP.GNFS.ZS
LU,Luxembourg,1968,149.041617171524,82.8283497329417,66.2132674385827
LU,Luxembourg,1969,152.254248582133,86.7025195534212,65.5517290287122
LU,Luxembourg,1970,156.672474257827,88.0670386796691,68.6054355781577
LU,Luxembourg,1971,163.791134703464,87.335368659391,76.4557660440732
LU,Luxembourg,1972,151.647905301309,82.1211836814993,69.5267216198096
LU,Luxembourg,1973,157.897912214941,88.5108942314215,69.3870179835194
LU,Luxembourg,1974,175.450583654262,101.692055958564,73.7585276956983
LU,Luxembourg,1975,171.450758019316,91.6247614080113,79.8259966113051
LU,Luxembourg,1976,161.839062262069,87.3150062450903,74.5240560169783
LU,Luxembourg,1977,161.01933356343,86.0612888908398,74.9580446725901
LU,Luxembourg,1978,157.597772068005,83.0064018222279,74.5913702457769
LU,Luxembourg,1979,168.756184975624,90.0884238166504,78.6677611589734
LU,Luxembourg,1980,168.525203389274,87.7072395095348,80.8179638797393
LU,Luxembourg,1981,166.939500037453,85.8508591897252,81.0886408477279
LU,Luxembourg,1982,170.287794546544,88.1860590110818,82.1017355354626
LU,Luxembourg,1983,170.974699772782,89.4086821266158,81.5660176461661
LU,Luxembourg,1984,190.185735111569,100.162472660843,90.0232624507259
LU,Luxembourg,1985,201.132542740992,107.460016121156,93.6725266198364
LU,Luxembourg,1986,183.574500921306,98.3406900697425,85.2338108515636
LU,Luxembourg,1987,182.467729990123,95.6028835027196,86.8648464874032
LU,Luxembourg,1988,183.929892860934,97.1380688503304,86.7918240106036
LU,Luxembourg,1989,185.991468847137,99.8615358033693,86.1299330437677
LU,Luxembourg,1990,182.86894856142,97.8007609925223,85.0681875688982
LU,Luxembourg,1991,183.690727697904,97.6955360900621,85.9951916078419
LU,Luxembourg,1992,177.769141680833,96.707857053524,81.0612846273085
LU,Luxembourg,1993,176.667949910708,96.9689675322849,79.6989823784227
LU,Luxembourg,1994,180.950603784565,100.180980034529,80.7696237500355
LU,Luxembourg,1995,184.615134976502,102.475306045934,82.1398289305673
LU,Luxembourg,1996,190.432181126353,106.524281977711,83.9078991486428
LU,Luxembourg,1997,210.582263607924,115.847004216419,94.7352593915052
LU,Luxembourg,1998,232.890088784925,126.178536185983,106.711552598942
LU,Luxembourg,1999,239.216927815784,130.829615551375,108.387312264409
LU,Luxembourg,2000,271.950966356649,148.484907700666,123.466058655983
LU,Luxembourg,2001,271.344448796917,147.439463050704,123.904985746213
LU,Luxembourg,2002,258.843148263393,141.96461158688,116.878536676513
LU,Luxembourg,2003,254.101052437033,138.90022793065,115.200824506383
LU,Luxembourg,2004,281.208393928219,153.035736645875,128.172657282344
LU,Luxembourg,2005,297.772974229331,161.676408809019,136.096565420312
LU,Luxembourg,2006,320.598261765662,176.246890384932,144.35137138073
LU,Luxembourg,2007,332.50484932692,182.888001090727,149.616848236193
LU,Luxembourg,2008,343.561828330302,187.111880717512,156.449947612789
LU,Luxembourg,2009,295.972806200216,164.069506600635,131.903299599581
LU,Luxembourg,2010,316.161400227568,174.523090007987,141.638310219581
LU,Luxembourg,2011,323.449607347643,177.989656164445,145.459951183197
LU,Luxembourg,2012,341.862022195953,186.444307394605,155.417714801349
LU,Luxembourg,2013,349.241939063509,190.628582291961,158.613356771548
LU,Luxembourg,2014,392.804183547751,212.607099406063,180.197084141687
LU,Luxembourg,2015,416.389235822583,224.840709934264,191.548525888319
LU,Luxembourg,2016,413.515382278095,223.616412561028,189.898969717067
LV,Latvia,1962,,,
LV,Latvia,1963,,,
LV,Latvia,1964,,,
LV,Latvia,1965,,,
LV,Latvia,1966,,,
LV,Latvia,1967,,,
LV,Latvia,1968,,,
LV,Latvia,1969,,,
LV,Latvia,1970,,,
LV,Latvia,1971,,,
LV,Latvia,1972,,,
LV,Latvia,1973,,,
LV,Latvia,1974,,,
LV,Latvia,1975,,,
LV,Latvia,1976,,,
LV,Latvia,1977,,,
LV,Latvia,1978,,,
LV,Latvia,1979,,,
LV,Latvia,1980,,,
LV,Latvia,1981,,,
LV,Latvia,1982,,,
LV,Latvia,1983,,,
LV,Latvia,1984,,,
LV,Latvia,1985,,,
LV,Latvia,1986,,,
LV,Latvia,1987,,,
LV,Latvia,1988,,,
LV,Latvia,1989,,,
LV,Latvia,1990,,,
LV,Latvia,1991,,,
LV,Latvia,1992,,,
LV,Latvia,1993,,,
LV,Latvia,1994,,,
LV,Latvia,1995,73.87676271138,34.5670547284372,39.3097079829428
LV,Latvia,1996,89.9170971630313,40.4505478367731,49.4665493262581
LV,Latvia,1997,88.471121538919,39.7145115685142,48.7566099704048
LV,Latvia,1998,90.4436508681137,39.1888195962614,51.2548312718523
LV,Latvia,1999,79.8714376546922,35.0311664359105,44.8402712187817
LV,Latvia,2000,81.752907834797,36.882606069294,44.8703017655029
LV,Latvia,2001,86.493976769262,38.0559900140963,48.4379867551657
LV,Latvia,2002,83.2986584574345,36.5800965815376,46.7185618758969
LV,Latvia,2003,84.7807482969911,36.1187276704655,48.6620206265256
LV,Latvia,2004,93.7133509981055,39.0813534077938,54.6319975903117
LV,Latvia,2005,100.833397562092,43.1754051118639,57.6579924502281
LV,Latvia,2006,100.618599561276,39.973283599937,60.6453159613387
LV,Latvia,2007,95.9230193431634,38.4509870811424,57.4720322620211
LV,Latvia,2008,92.0013789855011,39.5423189008689,52.4590600846323
LV,Latvia,2009,86.8264215410616,42.6028809354938,44.2235406055679
LV,Latvia,2010,108.788986837409,53.6573244074927,55.1316624299158
LV,Latvia,2011,120.611250854009,57.8166930103743,62.7945578436352
LV,Latvia,2012,127.065798888064,61.309482169862,65.756316718202
LV,Latvia,2013,124.158110025073,60.3041798096319,63.8539302154408
LV,Latvia,2014,122.927193787256,60.7408755710594,62.1863182161966
LV,Latvia,2015,121.347425305683,60.4223076962297,60.9251176094529
LV,Latvia,2016,118.803709544677,59.9789788847067,58.8247306599708
NL,Netherlands,1962,91.4720077914338,45.9426042281739,45.5294035632599
NL,Netherlands,1963,92.7452941601509,46.0326918446597,46.7126023154912
NL,Netherlands,1964,91.2954842587883,44.6109586193346,46.6845256394537
NL,Netherlands,1965,85.7964651995363,42.8107866340402,42.9856785654961
NL,Netherlands,1966,84.208825838531,41.6514807868452,42.5573450516858
NL,Netherlands,1967,81.3597140757436,40.4676310118428,40.8920830639007
NL,Netherlands,1968,81.4302331657933,40.9376263598006,40.4926068059927
NL,Netherlands,1969,84.629134512644,42.4568087379793,42.1723257746646
NL,Netherlands,1970,86.4466984354809,43.1424670553163,43.3042313801646
NL,Netherlands,1971,85.3728204964978,43.4063963131825,41.9664241833153
NL,Netherlands,1972,82.6921021158178,43.3636810111324,39.3284211046854
NL,Netherlands,1973,86.1600117234006,45.4143859316735,40.7456257917272
NL,Netherlands,1974,96.0362824791275,50.3816206578427,45.6546618212848
NL,Netherlands,1975,90.4475315100993,47.4893995944216,42.9581319156777
NL,Netherlands,1976,92.7764382256057,48.5562499324375,44.2201882931682
NL,Netherlands,1977,89.674308076242,45.9445349518193,43.7297731244227
NL,Netherlands,1978,86.4345059813156,43.8650737957814,42.5694321855342
NL,Netherlands,1979,94.5487946680692,47.8612394896838,46.6875551783854
NL,Netherlands,1980,99.8291442825222,50.4206047068041,49.408539575718
NL,Netherlands,1981,104.874364897635,54.8934338013254,49.9809310963093
NL,Netherlands,1982,104.508803954229,54.9040457422208,49.6047582120086
NL,Netherlands,1983,104.819286281266,54.592028010882,50.2272582703844
NL,Netherlands,1984,110.543264141989,58.3984113926613,52.1448527493272
NL,Netherlands,1985,114.483130914594,59.9046524623898,54.5784784522038
NL,Netherlands,1986,97.1324968933986,50.7858608540348,46.3466360393638
NL,Netherlands,1987,95.6744234359459,49.450765218981,46.2236582169649
NL,Netherlands,1988,99.9876920933965,51.7372822679942,48.2504098254023
NL,Netherlands,1989,106.039497712904,55.032019243251,51.0074784696532
NL,Netherlands,1990,104.033369558724,54.4147456005935,49.6186239581303
NL,Netherlands,1991,105.109404274345,55.1090140475996,50.000390226745
NL,Netherlands,1992,101.999677972683,53.3760699345224,48.6236080381603
NL,Netherlands,1993,98.9411231531971,52.6120824353078,46.3290407178893
NL,Netherlands,1994,102.950734816331,54.735650896803,48.2150839195277
NL,Netherlands,1995,107.81861160927,57.2209730326782,50.5976385765915
NL,Netherlands,1996,108.732970620239,57.3884657236126,51.3445048966268
NL,Netherlands,1997,114.340759688494,60.3599551275451,53.980804560949
NL,Netherlands,1998,112.552023231337,59.3403416223893,53.2116816089476
NL,Netherlands,1999,114.401884331961,59.9050205145199,54.496863817441
NL,Netherlands,2000,125.521949881307,66.0332693962704,59.4886804850367
NL,Netherlands,2001,120.038764757274,63.2984076981661,56.740357059108
NL,Netherlands,2002,113.457397877227,60.148422487264,53.3089753899632
NL,Netherlands,2003,111.920009360192,59.2841403248767,52.6358690353152
NL,Netherlands,2004,117.608627471726,62.6742441704485,54.9343833012776
NL,Netherlands,2005,122.806657675042,65.632085215917,57.1745724591247
NL,Netherlands,2006,127.772151379019,68.1811183379922,59.5910330410267
NL,Netherlands,2007,130.457871020883,68.7754574672546,61.6824135536282
NL,Netherlands,2008,131.05989202686,69.7936334784718,61.2662585483886
NL,Netherlands,2009,116.889549678159,62.2370135170171,54.6525361611415
NL,Netherlands,2010,131.522074134799,69.8036724776943,61.718401657105
NL,Netherlands,2011,142.471773282141,75.5030683053513,66.9687049767897
NL,Netherlands,2012,149.268415200791,79.5033738356974,69.765041365094
NL,Netherlands,2013,149.549331302435,79.880477786038,69.6688535163968
NL,Netherlands,2014,150.053755435106,80.5779081541485,69.4758472809578
NL,Netherlands,2015,157.816576039698,82.658896708444,75.1576793312541
NL,Netherlands,2016,148.858664731618,79.5351647591471,69.3234999724707
PL,Poland,1962,,,
PL,Poland,1963,,,
PL,Poland,1964,,,
PL,Poland,1965,,,
PL,Poland,1966,,,
PL,Poland,1967,,,
PL,Poland,1968,,,
PL,Poland,1969,,,
PL,Poland,1970,,,
PL,Poland,1971,,,
PL,Poland,1972,,,
PL,Poland,1973,,,
PL,Poland,1974,,,
PL,Poland,1975,,,
PL,Poland,1976,,,
PL,Poland,1977,,,
PL,Poland,1978,,,
PL,Poland,1979,,,
PL,Poland,1980,,,
PL,Poland,1981,,,
PL,Poland,1982,,,
PL,Poland,1983,,,
PL,Poland,1984,,,
PL,Poland,1985,,,
PL,Poland,1986,,,
PL,Poland,1987,,,
PL,Poland,1988,,,
PL,Poland,1989,,,
PL,Poland,1990,,,
PL,Poland,1991,,,
PL,Poland,1992,,,
PL,Poland,1993,,,
PL,Poland,1994,,,
PL,Poland,1995,43.6783943507513,22.9605173449227,20.7178770058285
PL,Poland,1996,45.4755428165937,22.0946007054355,23.3809421111583
PL,Poland,1997,50.4739418237849,23.3594100353779,27.1145317884069
PL,Poland,1998,56.6604517629977,25.9819822792747,30.678469483723
PL,Poland,1999,54.0215391059088,24.1244818331558,29.8970572727529
PL,Poland,2000,60.7905396541523,27.2288811486492,33.5616585055031
PL,Poland,2001,58.0752691756392,27.2298820217084,30.8453871539308
PL,Poland,2002,60.9243811511711,28.7581820290198,32.1661991221512
PL,Poland,2003,69.4373056872318,33.3912971522466,36.0460085349852
PL,Poland,2004,71.2131669706836,34.2648184150678,36.9483485556158
PL,Poland,2005,70.2749609275615,34.6096996571318,35.6652612704297
PL,Poland,2006,77.7913937245753,37.8639851040919,39.9274086204834
PL,Poland,2007,80.6620046227492,38.564590078351,42.0974145443982
PL,Poland,2008,80.7544540767253,37.8569890106985,42.8974650660268
PL,Poland,2009,75.2259132726234,37.1844501708196,38.0414631018038
PL,Poland,2010,82.1083264489399,40.055130499039,42.053195949901
PL,Poland,2011,87.082722756353,42.5631723792845,44.5195503770685
PL,Poland,2012,89.327462141553,44.4435920646854,44.8838700768676
PL,Poland,2013,90.6918664127781,46.3198331819457,44.3720332308324
PL,Poland,2014,93.6969246060578,47.5689217230576,46.1280028830002
PL,Poland,2015,95.9027967568553,49.4978969330551,46.4048998238001
PL,Poland,2016,100.352692368863,52.1945482055889,48.1581441632744
PT,Portugal,1962,34.2253828493223,15.2621014208003,18.963281428522
PT,Portugal,1963,35.8807446539982,15.9371365738793,19.9436080801189
PT,Portugal,1964,46.0262967956667,21.391730677092,24.6345661185747
PT,Portugal,1965,48.3339531461499,22.4347413747715,25.8992117713784
PT,Portugal,1966,48.2452358081908,22.682341906299,25.5628939018918
PT,Portugal,1967,47.0965716232516,22.7972083455592,24.2993632776924
PT,Portugal,1968,45.4948659765489,20.9603014646203,24.5345645119285
PT,Portugal,1969,44.0157768087661,20.4586328977221,23.557143911044
PT,Portugal,1970,43.2081224228401,19.1072630836026,24.1008593392375
PT,Portugal,1971,44.6685975676484,19.6471926739932,25.0214048936552
PT,Portugal,1972,46.2266886613462,21.3344521927334,24.8922364686128
PT,Portugal,1973,47.2312838411103,20.9371326035157,26.2941512375945
PT,Portugal,1974,53.9348988165142,21.0475260000054,32.8873728165088
PT,Portugal,1975,41.5280818336654,15.9804113628396,25.5476704708259
PT,Portugal,1976,37.7099645940842,13.6571540416264,24.0528105524578
PT,Portugal,1977,40.5232575269443,14.4324444576262,26.0908130693181
PT,Portugal,1978,41.1254553440222,15.7590491264163,25.3664062176059
PT,Portugal,1979,50.7270687382793,21.1933792149231,29.5336895233561
PT,Portugal,1980,54.2286755222862,21.4519136349649,32.7767618873213
PT,Portugal,1981,55.569503533819,20.327482509149,35.24202102467
PT,Portugal,1982,55.7555212427823,20.6804175009025,35.0751037418798
PT,Portugal,1983,58.9204261697896,24.5475658259657,34.3728603438239
PT,Portugal,1984,64.4040715109832,29.1749968216451,35.229074689338
PT,Portugal,1985,61.5086617802629,29.2377519779607,32.2709098023021
PT,Portugal,1986,54.0132510546644,25.9908275775375,28.0224234771269
PT,Portugal,1987,59.5684156598238,27.3342986939417,32.2341169658821
PT,Portugal,1988,63.1915685574034,27.6323577128011,35.5592108446023
PT,Portugal,1989,64.8608141001867,29.4605918365715,35.4002222636152
PT,Portugal,1990,65.0475085582684,29.1646258915704,35.882882666698
PT,Portugal,1991,60.3591287100343,26.5434161657707,33.8157125442636
PT,Portugal,1992,56.3003265260009,24.4548535693468,31.8454729566541
PT,Portugal,1993,54.1685401539278,23.5964644305478,30.57207572338
PT,Portugal,1994,57.1702836526763,25.1296433204711,32.0406403322052
PT,Portugal,1995,59.9070322422103,26.765554039587,33.1414782026233
PT,Portugal,1996,60.2082250457434,26.5468088870944,33.661416158649
PT,Portugal,1997,62.2873146579535,27.1454164091975,35.1418982487561
PT,Portugal,1998,63.8106832010488,27.3218355632049,36.488847637844
PT,Portugal,1999,63.2931829068912,26.4718665153461,36.8213163915451
PT,Portugal,2000,67.4233901255275,28.19085673866,39.2325333868675
PT,Portugal,2001,65.0640677962159,27.4239965888504,37.6400712073655
PT,Portugal,2002,62.1610538054401,26.945552821905,35.2155009835351
PT,Portugal,2003,60.4382672080898,26.7517090393724,33.6865581687173
PT,Portugal,2004,62.7629806669567,27.2543875345978,35.5085931323589
PT,Portugal,2005,62.5718057280122,26.7342551972326,35.8375505307797
PT,Portugal,2006,68.0730362336936,29.9170673289114,38.1559689047822
PT,Portugal,2007,69.6530798312034,31.0057427828733,38.6473370483301
PT,Portugal,2008,71.963328063325,31.1252705012107,40.8380575621142
PT,Portugal,2009,61.0822773378283,27.0807114054582,34.0015659323701
PT,Portugal,2010,67.3048494042777,29.8732519100281,37.4315974942496
PT,Portugal,2011,72.8638805710354,34.2913336262909,38.5725469447445
PT,Portugal,2012,75.9289614710258,37.7105706067037,38.2183908643221
PT,Portugal,2013,78.0273442908481,39.516176040327,38.5111682505211
PT,Portugal,2014,79.9597559623838,40.0743741060985,39.8853818562853
PT,Portugal,2015,80.2229566172975,40.4026096326703,39.8203469846272
PT,Portugal,2016,78.9156708978573,40.0144586737405,38.9012122241167
SE,Sweden,1962,43.2973363185707,21.9048553694439,21.3924809491268
SE,Sweden,1963,43.4608716676719,21.9423378540379,21.518533813634
SE,Sweden,1964,44.2155724224122,22.3228790886713,21.8926933337409
SE,Sweden,1965,44.4004541560109,21.8565762927295,22.5438778632814
SE,Sweden,1966,43.355038331488,21.4181214219423,21.9369169095457
SE,Sweden,1967,42.0983553264323,21.1060896213208,20.9922657051115
SE,Sweden,1968,43.14854906935,21.5645986027319,21.5839504666182
SE,Sweden,1969,45.8814591536233,22.8423047837807,23.0391543698427
SE,Sweden,1970,45.0627185753444,22.5756845854154,22.487033989929
SE,Sweden,1971,43.9357028681042,22.7988428076497,21.1368600604545
SE,Sweden,1972,43.3448890633332,22.6677487622303,20.6771403011029
SE,Sweden,1973,48.1493442796945,25.6814370538288,22.4679072258657
SE,Sweden,1974,60.2450205494078,30.1825297941095,30.0624907552984
SE,Sweden,1975,52.2221549070156,26.3772409572946,25.844913949721
SE,Sweden,1976,52.6426369003735,25.9042711455559,26.7383657548176
SE,Sweden,1977,52.1561072920054,25.6654890698709,26.4906182221345
SE,Sweden,1978,51.2450471448394,26.4486444254647,24.7964027193747
SE,Sweden,1979,57.1208950846522,28.4858781769946,28.6350169076576
SE,Sweden,1980,56.8328031925748,27.9280008302508,28.904802362324
SE,Sweden,1981,56.7097015484856,28.6211838027201,28.0885177457655
SE,Sweden,1982,61.7057038819935,30.9635774334233,30.7421264485702
SE,Sweden,1983,65.4280577661767,33.9909422267004,31.4371155394763
SE,Sweden,1984,65.3163948819303,34.6355162371184,30.6808786448118
SE,Sweden,1985,65.1150474692335,33.5824395293218,31.5326079399117
SE,Sweden,1986,59.2725339027317,31.3359677725371,27.9365661301945
SE,Sweden,1987,59.7126721699884,30.9385861985359,28.7740859714525
SE,Sweden,1988,59.37441796243,30.6545872850707,28.7198306773593
SE,Sweden,1989,60.0651013025414,30.4210820569624,29.644019245579
SE,Sweden,1990,56.7932802549181,28.7138768404157,28.0794034145025
SE,Sweden,1991,51.9893181881947,26.8346060554714,25.1547121327233
SE,Sweden,1992,51.6667134517798,26.6935908531442,24.9731225986356
SE,Sweden,1993,59.174404737527,31.2724829900994,27.9019217474277
SE,Sweden,1994,64.8539961245814,34.451829829729,30.4021662948525
SE,Sweden,1995,69.5500963064156,37.9608495328927,31.589246773523
SE,Sweden,1996,67.4066805970705,36.7885697624766,30.6181108345939
SE,Sweden,1997,73.0559877506086,39.9979129347599,33.0580748158486
SE,Sweden,1998,75.6237272912993,40.9622266176993,34.6615006736001
SE,Sweden,1999,75.9171426237842,40.9880418982109,34.9291007255733
SE,Sweden,2000,82.2145336558671,44.0374874246211,38.177046231246
SE,Sweden,2001,81.1522227182548,43.687215844533,37.4650068737217
SE,Sweden,2002,77.7400494724275,42.023280091097,35.7167693813305
SE,Sweden,2003,76.0510701218227,41.1917356463199,34.8593344755028
SE,Sweden,2004,79.2009907410012,43.3960510653207,35.8049396756804
SE,Sweden,2005,84.4771828467751,45.8207575335411,38.656425313234
SE,Sweden,2006,88.6820886969783,48.1317079805107,40.5503807164676
SE,Sweden,2007,89.4331779351787,48.2006117571645,41.2325661780142
SE,Sweden,2008,93.2467705541883,49.7531460063609,43.4936245478275
SE,Sweden,2009,83.0549065935117,44.4050426350596,38.6498639584521
SE,Sweden,2010,86.8083933817353,46.1349942562398,40.6733991254955
SE,Sweden,2011,88.5533712660572,46.6259478514729,41.9274234145843
SE,Sweden,2012,87.6182170642454,46.2720165600803,41.3462005041651
SE,Sweden,2013,83.0049452309643,43.7539133515407,39.2510318794236
SE,Sweden,2014,85.6617672246998,44.9864689127553,40.6752983119445
SE,Sweden,2015,86.2062580342508,45.5329863338302,40.6732717004205
SE,Sweden,2016,84.3731280627943,44.3998023485138,39.9733257142805
SI,Slovenia,1962,,,
SI,Slovenia,1963,,,
SI,Slovenia,1964,,,
SI,Slovenia,1965,,,
SI,Slovenia,1966,,,
SI,Slovenia,1967,,,
SI,Slovenia,1968,,,
SI,Slovenia,1969,,,
SI,Slovenia,1970,,,
SI,Slovenia,1971,,,
SI,Slovenia,1972,,,
SI,Slovenia,1973,,,
SI,Slovenia,1974,,,
SI,Slovenia,1975,,,
SI,Slovenia,1976,,,
SI,Slovenia,1977,,,
SI,Slovenia,1978,,,
SI,Slovenia,1979,,,
SI,Slovenia,1980,,,
SI,Slovenia,1981,,,
SI,Slovenia,1982,,,
SI,Slovenia,1983,,,
SI,Slovenia,1984,,,
SI,Slovenia,1985,,,
SI,Slovenia,1986,,,
SI,Slovenia,1987,,,
SI,Slovenia,1988,,,
SI,Slovenia,1989,,,
SI,Slovenia,1990,152.670441432604,81.3380339705564,71.3324074620474
SI,Slovenia,1991,142.307214723841,74.8633304087924,67.4438843150484
SI,Slovenia,1992,107.624562279949,56.5882422640801,51.0363200158685
SI,Slovenia,1993,105.032621783653,52.6532594987689,52.3793622848843
SI,Slovenia,1994,106.238521395771,53.7485686041788,52.4899527915927
SI,Slovenia,1995,93.4633009953227,45.60678069108,47.8565203042427
SI,Slovenia,1996,93.6277902329863,46.1893400688448,47.4384501641414
SI,Slovenia,1997,96.3260833934508,47.5938086300209,48.73227476343
SI,Slovenia,1998,96.775018227071,47.5407899295888,49.2342282974822
SI,Slovenia,1999,92.6291041468671,44.1477155052388,48.4813886416283
SI,Slovenia,2000,103.67912271171,50.00560338316,53.6735193285505
SI,Slovenia,2001,104.538694238516,51.7489200512356,52.7897741872799
SI,Slovenia,2002,103.327149013789,52.1575729009754,51.1695761128136
SI,Slovenia,2003,102.108466766251,50.8958502408984,51.2126165253526
SI,Slovenia,2004,111.377108700197,54.9662359275651,56.4108727726323
SI,Slovenia,2005,119.797480526799,59.5799406279248,60.2175398988739
SI,Slovenia,2006,129.438621391143,64.6953930634183,64.743228327725
SI,Slovenia,2007,136.491964495636,67.5970600995127,68.8949043961232
SI,Slovenia,2008,134.144353049272,66.1088340049416,68.0355190443304
SI,Slovenia,2009,112.616536910071,57.2426782788636,55.3738586312072
SI,Slovenia,2010,127.141330167444,64.2881147552492,62.8532154121944
SI,Slovenia,2011,138.912301308299,70.3739551320385,68.5383461762604
SI,Slovenia,2012,142.031251402418,73.1246325370883,68.9066188653295
SI,Slovenia,2013,143.474867534813,74.5170949645145,68.9577725702984
SI,Slovenia,2014,144.272407634591,75.8368433387359,68.4355642958547
SI,Slovenia,2015,145.294360859756,76.9369283181482,68.3574325416074
SI,Slovenia,2016,146.369222740089,77.7668382791548,68.6023844609345
SK,Slovak Republic,1962,,,
SK,Slovak Republic,1963,,,
SK,Slovak Republic,1964,,,
SK,Slovak Republic,1965,,,
SK,Slovak Republic,1966,,,
SK,Slovak Republic,1967,,,
SK,Slovak Republic,1968,,,
SK,Slovak Republic,1969,,,
SK,Slovak Republic,1970,,,
SK,Slovak Republic,1971,,,
SK,Slovak Republic,1972,,,
SK,Slovak Republic,1973,,,
SK,Slovak Republic,1974,,,
SK,Slovak Republic,1975,,,
SK,Slovak Republic,1976,,,
SK,Slovak Republic,1977,,,
SK,Slovak Republic,1978,,,
SK,Slovak Republic,1979,,,
SK,Slovak Republic,1980,,,
SK,Slovak Republic,1981,,,
SK,Slovak Republic,1982,,,
SK,Slovak Republic,1983,,,
SK,Slovak Republic,1984,,,
SK,Slovak Republic,1985,,,
SK,Slovak Republic,1986,,,
SK,Slovak Republic,1987,,,
SK,Slovak Republic,1988,,,
SK,Slovak Republic,1989,,,
SK,Slovak Republic,1990,58.3416749819773,25.0316681261593,33.310006855818
SK,Slovak Republic,1991,89.90857517864,43.707642886483,46.2009322921571
SK,Slovak Republic,1992,136.203529140257,66.4742198113206,69.729309328936
SK,Slovak Republic,1993,114.80010310895,55.1373890303243,59.6627140786252
SK,Slovak Republic,1994,111.132164974772,58.1544443913734,52.977720583399
SK,Slovak Republic,1995,111.238295992162,56.6849123260457,54.5533836661167
SK,Slovak Republic,1996,115.223276415405,52.2867787106934,62.9364977047116
SK,Slovak Republic,1997,119.540843822318,55.0673474769056,64.4734963454124
SK,Slovak Republic,1998,103.922194424081,46.6571717360448,57.2650226880362
SK,Slovak Republic,1999,99.3564855116238,47.4785296379812,51.8779558736425
SK,Slovak Republic,2000,110.69943166237,54.0657206165597,56.63371104581
SK,Slovak Republic,2001,123.615640077874,57.7947843673601,65.8208557105144
SK,Slovak Republic,2002,122.196134844134,57.4823922268769,64.7137426172568
SK,Slovak Republic,2003,126.282994543616,62.1928456495847,64.0901488940316
SK,Slovak Republic,2004,140.161823707054,68.7124767038628,71.4493470031914
SK,Slovak Republic,2005,148.67939743123,72.0456267341533,76.6337706970762
SK,Slovak Republic,2006,166.031100399692,81.0266400626251,85.0044603370664
SK,Slovak Republic,2007,167.670854904699,83.2757640520849,84.395090852614
SK,Slovak Republic,2008,162.920929761002,80.045336347191,82.8755934138106
SK,Slovak Republic,2009,136.701526970102,67.6092509853598,69.0922759847424
SK,Slovak Republic,2010,154.123059806721,76.3352577866102,77.7878020201107
SK,Slovak Republic,2011,171.007872957736,85.0470339297725,85.9608390279638
SK,Slovak Republic,2012,179.193878843241,91.4301238786082,87.7637549646329
SK,Slovak Republic,2013,183.405464372307,93.8195013492877,89.5859630230188
SK,Slovak Republic,2014,180.278818457979,91.8529634236053,88.4258550343735
SK,Slovak Republic,2015,183.118713958796,92.3088157555989,90.8098982031974
SK,Slovak Republic,2016,183.992985848276,93.5035170295627,90.4894688187129
